from,to,result,result_description
Mechanical,Kinetic,Mechanical Advantage,"Force amplification achieved by using a tool, mechanical device or machine system. Ideally, the device preserves the input power and simply trades off forces against movement to obtain a desired amplification in the output force."
Mechanical,Kinetic,Metastability,A general scientific concept which describes states of delicate equilibrium. A system is in a metastable state when it is in equilibrium (not changing with time) but is susceptible to fall into lower-energy states with only slight interaction. It is analogous to being at the bottom of a small valley when there is a deeper valley close by
Mechanical,Kinetic,Moment of Inertia,"(or mass moment of inertia, rotational inertia, polar moment of inertia of mass, or the angular mass). The inertia of a rotating body with respect to its rotation. The moment of inertia plays much the same role in rotational dynamics as mass does in linear dynamics,"
Mechanical,Kinetic,Non-Newtonian Fluids,"Fluids whose flow properties are not described by a single constant value of viscosity. In a non-Newtonian fluid, the relation between the shear stress and the strain rate is nonlinear, and can even be time-dependent. Therefore a constant coefficient of viscosity can not be defined. A ratio between shear stress and rate of strain (or shear-dependent viscosity) can be defined, this being more useful for fluids without time-dependent behavior."
Mechanical,Kinetic,Pascal's Law,(or the Principle of transmission of fluid-pressure) Pressure exerted anywhere in a confined incompressible fluid is transmitted equally in all directions throughout the fluid such that the pressure ratio (initial difference) remains same.
Mechanical,Kinetic,Poisson's Effect,"When a material is compressed in one direction, it usually tends to expand in the other two directions perpendicular to the direction of compression."
Mechanical,Kinetic,Precession,A change in the direction of the axis of a rotating object. There are two types of precession: torque-free and torque-induced. Torque-free precession occurs when the axis of rotation differs slightly from an axis about which the object can rotate stably. Torque-induced precession (gyroscopic precession) is the phenomenon in which the axis of a spinning object (e.g. a part of a gyroscope) 'wobbles' when a torque is applied to it.
Mechanical,Kinetic,Pressure Drop,Pressure is an effect which occurs when a force is applied on a surface. Pressure is transmitted to solid boundaries or across arbitrary sections of fluid normal to these boundaries or sections at every point. Rapid pressure drop is a useful technique for applying force or breaking objects apart.
Mechanical,Kinetic,Pressure Gradient,A fluid (gas or liquid) subject to a pressure gradient results in a net force that is directed from high to low pressure (the 'pressure gradient force').
Mechanical,Kinetic,Pressure Increase,Pressure is an effect which occurs when a force is applied on a surface. Pressure is transmitted to solid boundaries or across arbitrary sections of fluid normal to these boundaries or sections at every point.
Mechanical,Kinetic,Pressurisation,"The application of pressure in a given situation or environment; and more specifically refers to the process by which atmospheric pressure is maintained in an isolated or semi-isolated atmospheric environment (for instance, in an aircraft, or whilst scuba diving)."
Mechanical,Kinetic,Pseudoelasticity,"(or superelasticity) An elastic (impermanent) response to relatively high stress caused by a phase transformation between the austenitic and martensitic phases of a crystal. Exhibited in Shape memory alloys. Superelastic alloys belong to the larger family of shape memory alloys. Unlike shape-memory alloys, no change in temperature is needed for the alloy to recover its initial shape."
Mechanical,Kinetic,Reaction (physics),"In classical mechanics, Newton's third law states that forces occur in pairs: the Action and the Reaction. Both forces are equal in magnitude and opposite in direction. The distinction between action and reaction is purely arbitrary: any one of the two forces can be considered an action, in which case the other (corresponding) force automatically becomes its associated reaction."
Mechanical,Kinetic,Resonance,"The tendency of a system to oscillate with larger amplitude at some frequencies than at others. These are known as the system's resonant frequencies. At these frequencies, even small periodic driving forces can produce large amplitude oscillations, because the system stores vibrational energy."
Mechanical,Kinetic,Reverse Brazil Nut Effect,"Under certain conditions the reverse of the Brazil Nut Effect (granular separation) can occur i.e. following vibration or agitation large beads fall to the bottom of a container, and small beads rising to the top of the container."
Mechanical,Kinetic,Shear Thickening,(or Dilitant) The property of a material for which viscosity increases with the rate of shear. Such a shear thickening fluid is an example of a non-Newtonian fluid.
Mechanical,Kinetic,Shear Thinning,"(or Pseudoplasticy) The property of a material for which which viscosity decreases with increasing rate of shear. This property is found in certain complex solutions, such as ketchup, whipped cream, blood, paint, and nail polish. It is also a common property of polymer solutions and molten polymers."
Mechanical,Kinetic,Stick-slip Phenomenon,The spontaneous jerking motion that can occur while two objects are sliding over each other.
Mechanical,Kinetic,Stokes Drift,The movement of a specific fluid parcel as it travels with the fluid flow due to wave motion.
Mechanical,Kinetic,Suction,"The flow of a fluid into a partial vacuum, or region of low pressure. The pressure gradient between this region and the ambient pressure will propel matter toward the low pressure area."
Mechanical,Kinetic,Surface Acoustic Wave,"(SAW) An acoustic wave traveling along the surface of a material having some elasticity, with an amplitude that typically decays exponentially with the depth of the substrate. This kind of wave is commonly used in devices called SAW devices in electronics circuits."
Mechanical,Kinetic,Thixotropy,"The property of some non-Newtonian pseudoplastic fluids to show a time-dependent change in viscosity; the longer the fluid undergoes shear stress, the lower its viscosity. A thixotropic fluid is a fluid which takes a finite amount of time to attain equilibrium viscosity when introduced to a step change in shear rate. Many gels and colloids are thixotropic materials, exhibiting a stable form at rest but becoming fluid when agitated."
Mechanical,Kinetic,Tidal Force,"A situation in which a body or material (for example, tidal water, or the Moon) is mainly under the gravitational influence of a second body (for example, the Earth), but is also perturbed by the gravitational effects of a third body (for example, by the Moon in the case of tidal water, or by the Sun in the case of the Moon)."
Mechanical,Kinetic,Torque,"Torque (also called moment or moment of force) is the tendency of a force to rotate an object about an axis, fulcrum, or pivot. Just as a force is a push or a pull, a torque can be thought of as a twist. Torque is the rotational analogue of Force."
Mechanical,Kinetic,Turbulence,"A fluid regime characterised by chaotic, stochastic property changes. This includes low momentum diffusion, high momentum convection, and rapid variation of pressure and velocity in space and time (flow that is not turbulent is called laminar flow)."
Mechanical,Kinetic,Ultrasonic Vibration,Vibration at ultrasonic frequencies.
Mechanical,Kinetic,Ultrasound,"Cyclic sound pressure with a frequency greater than the upper limit of human hearing. Although this limit varies from person to person, 20 kHz serves as a useful lower limit in describing ultrasound."
Mechanical,Kinetic,Velocity Ratio,"In a machine, the ratio between the distance moved by the point of effort to that of the point of load."
Mechanical,Kinetic,Venturi Effect,"The reduction in fluid pressure that results when a fluid flows through a constricted section of pipe. The fluid velocity must increase through the constriction to satisfy the equation of continuity, while its pressure must decrease due to conservation of energy: the gain in kinetic energy is balanced by a drop in pressure or a pressure gradient force."
Mechanical,Kinetic,Vibration,Mechanical oscillations about an equilibrium point. The oscillations may be periodic such as the motion of a pendulum or random such as the movement of a tire on a gravel road.
Mechanical,Kinetic,Viscoelasticity,The property of exhibiting both viscous and elastic characteristics when undergoing deformation.
Mechanical,Kinetic,Vortex Ring,"A torus shaped vortex in a fluid i.e. a region where the fluid mostly spins around an imaginary axis line that forms a closed loop. The dominant flow in a vortex ring is said to be toroidal, more precisely poloidal. Within a stationary body of fluid, a vortex ring can travel for relatively long distance, carrying the spinning fluid with it."
Mechanical,Magnetic,Barnett Effect,The magnetisation of a ferromagnetic body when spun on its axis. The magnetisation occurs parallel to the axis of spin.
Mechanical,Magnetic,Eddy Currents,An electrical phenomenon caused when a conductor is exposed to a changing magnetic field due to relative motion of the field source and conductor; or due to variations of the field with time. This can cause eddys of circulating current within the conductor which create electromagnets with magnetic fields that opposes the change of the magnetic field.
Mechanical,Magnetic,Garshelis Effect,"The effect wherein a circumferentially magnetized rod of ferromagnetic, magnetostrictive material generates a net axial magnetic field in response to an applied torque."
Mechanical,Magnetic,Magnetohydrodynamic Effect,"A magnetic field can induce currents in a moving conductive fluid, which create forces on the fluid, and also change the magnetic field itself."
Mechanical,Magnetic,Matteucci Effect,One of a group of Inverse Magnetoelastic Effects. The creation of a helical anisotropy of the susceptibility of a magnetostrictive material (and e.m.f.) when subjected to a torque.
Mechanical,Magnetic,Piezomagnetism,"A phenomenon observed in some antiferromagnetic crystals. It is characterised by a linear coupling between the system's magnetic polarisation and mechanical strain. In a piezomagnetic, one may induce a spontaneous magnetic moment by applying physical stress, or a physical deformation by applying a magnetic field. Piezomagnetism differs from the related property of magnetostriction."
Mechanical,Magnetic,Villari Effect,(or Inverse Magnetostrictive Effect) The change of the magnetic susceptibility of a material when subjected to a mechanical stress.
Mechanical,Mechanical,Added Mass,(or Virtual Mass) The inertia added to a system because an accelerating or decelerating body must move (or deflect) some volume of surrounding fluid as it moves through it.
Mechanical,Mechanical,Advection,"A transport mechanism of a substance, or a conserved property, by a fluid, due to the fluid's bulk motion in a particular direction. An example of advection is the transport of pollutants or silt in a river."
Mechanical,Mechanical,Aeroelastic Flutter,"A self-feeding and potentially destructive vibration where aerodynamic forces on an object couple with a structure's natural mode of vibration to produce rapid periodic motion. Flutter can occur in any object within a strong fluid flow, under the conditions that a positive feedback occurs between the structure's natural vibration and the aerodynamic forces."
Mechanical,Mechanical,Auxetic Materials,"Materials which, when stretched, become thicker perpendicularly to the applied force, i.e. they have a negative Poisson's ratio. Such materials have interesting mechanical properties such as high energy absorption and fracture resistance. This may be useful in applications such as body armor, packing material, knee and elbow pads, robust shock absorbing material and sponge mops."
Mechanical,Mechanical,Basset Force,The force due to the lagging boundary layer development with changing relative velocity (acceleration) of bodies moving through a fluid.
Mechanical,Mechanical,Boyle's Law,"(also known as the the Boyle-Mariotte law). At constant temperature, the absolute pressure and the volume of a gas are inversely proportional. The law can also be stated in a slightly different manner: that the product of absolute pressure and volume is always constant."
Mechanical,Mechanical,Capillary Wave Effect,"A wave travelling along the interface between two fluids, whose dynamics are dominated by the effects of surface tension. Capillary waves are common in nature and home, and are often referred to as ripple. The wavelength of capillary waves is typically less than a few centimeters. A gravity-capillary wave on a fluid interface is influenced by both the effects of surface tension and gravity, as well as by the fluid inertia."
Mechanical,Mechanical,Conservation of Momentum,In a closed system (one that does not exchange any matter with the outside and is not acted on by outside forces) the total momentum is constant.
Mechanical,Mechanical,Damping,"Damping is any effect, either deliberately engendered or inherent to a system, that tends to reduce the amplitude of oscillations of an oscillatory system."
Mechanical,Mechanical,Darwin Drift,The phenomenon that a fluid parcel is permanently displaced after the passage of a body through a fluid  the fluid being at rest far away from the body.
Mechanical,Mechanical,Displacement,"Displacement occurs when an object is immersed in a fluid, pushing the fluid out of the way and taking its place. The volume of the fluid displaced is equal to the volume of the object imersed. An object that sinks, or is otherwise fully immersed, displaces an amount of fluid equal to its total volume."
Mechanical,Mechanical,Eddy Currents,An electrical phenomenon caused when a conductor is exposed to a changing magnetic field due to relative motion of the field source and conductor; or due to variations of the field with time. This can cause eddys of circulating current within the conductor which create electromagnets with magnetic fields that opposes the change of the magnetic field.
Mechanical,Mechanical,Elasticity,"The physical property of a material when it deforms under stress (e.g. external forces), but returns to its original shape when the stress is removed. The amount of deformation is called the strain. The elastic regime is characterized by a linear relationship between stress and strain, denoted linear elasticity."
Mechanical,Mechanical,Faraday Wave,"(or Faraday Ripples) Nonlinear standing waves that appear on liquids enclosed by a vibrating receptacle. When the vibration frequency exceeds a critical value, the flat hydrostatic surface becomes unstable. The waves can take the form of stripes, close-packed hexagons, or even squares or quasiperiodic patterns."
Mechanical,Mechanical,Ground Effect,"Aircraft may be affected by a number of ground effects, or aerodynamic effects due to a flying body's proximity to the ground."
Mechanical,Mechanical,Harmonic Oscillator,"A system which, when displaced from its equilibrium position, experiences a restoring force proportional to the displacement. Mechanical examples include pendula (with small angles of displacement) and masses connected to springs."
Mechanical,Mechanical,Hooke's Law,Hooke's law of elasticity is an approximation that states that the extension of a spring is in direct proportion with the load added to it as long as this load does not exceed the elastic limit. Materials for which Hooke's law is a useful approximation are known as linear-elastic or 'Hookean' materials.
Mechanical,Mechanical,Hydraulic Jump,"When liquid at high velocity discharges into a zone of lower velocity, a rather abrupt rise (a step or standing wave) occurs in the liquid surface. The liquid is abruptly slowed and increases in height converting some of the flow's initial kinetic energy into an increase in potential energy, with some energy lost through turbulence to heat. In an open channel flow, this manifests as the fast flow rapidly slowing and piling up on top of itself."
Mechanical,Mechanical,Hydraulic Press,A hydraulic mechanism for applying a large lifting or compressive force. It is the hydraulic equivalent of a mechanical lever.
Mechanical,Mechanical,Hydrodynamic Cavitation,"The process of vaporisation, bubble generation and bubble implosion which occurs in a flowing liquid as a result of a decrease and subsequent increase in local pressure."
Mechanical,Mechanical,Impact Force,A high force or shock applied over a short time period. Such a force or acceleration can sometimes have a greater effect than a lower force applied over a proportionally longer time period.
Mechanical,Mechanical,Inertia,The resistance of any physical object to a change in its state of motion or rest. It is proportional to an object's mass.
Mechanical,Mechanical,Jet,"A coherent stream of fluid (e.g. gas or liquid) that is projected into a surrounding medium, usually from some kind of a nozzle or aperture. Jets can travel long distances without dissipating."
Mechanical,Mechanical,Jet Damping,(or Thrust Damping) is the effect of rocket exhaust removing energy from the transverse angular motion of a rocket. If a rocket has pitch or yaw motion then the exhaust must be accelerated laterally as it flows down the exhaust tube and nozzle. Once the exhaust leaves the nozzle this lateral momentum is lost to the vehicle and thus serves to damping the lateral oscillations.
Mechanical,Mechanical,Kármán Vortex Street,"A repeating pattern of swirling vortices caused by the unsteady separation of flow of a fluid over bluff bodies. It is responsible for such phenomena as the 'singing' of suspended telephone or power lines, the vibration of a car antenna at certain speeds."
Mechanical,Mechanical,Kelvin-Helmholtz Instability,"A fluid interface that can occur when there is velocity shear in a single continuous fluid, or where there is a velocity difference across the interface between two fluids. An example is wind blowing over water: The instability manifests in waves on the water surface. More generally, clouds, the ocean, Saturn's bands, and the sun's corona show this instability."
Mechanical,Mechanical,Lever,A rigid object that is used with an appropriate fulcrum or pivot point to multiply the mechanical force that can be applied to another object.
Mechanical,Mechanical,Magnetohydrodynamic Effect,"A magnetic field can induce currents in a moving conductive fluid, which create forces on the fluid, and also change the magnetic field itself."
Mechanical,Mechanical,Magnus Effect,"The phenomenon whereby a spinning object flying in a fluid creates a whirlpool of fluid around itself, and experiences a force perpendicular to the line of motion and away from the direction of spin. The overall behaviour is similar to that around an aerofoil with a circulation which is generated by the mechanical rotation, rather than by aerofoil action."
Mechanical,Mechanical,Mechanical Advantage,"Force amplification achieved by using a tool, mechanical device or machine system. Ideally, the device preserves the input power and simply trades off forces against movement to obtain a desired amplification in the output force."
Mechanical,Mechanical,Moment of Inertia,"(or mass moment of inertia, rotational inertia, polar moment of inertia of mass, or the angular mass). The inertia of a rotating body with respect to its rotation. The moment of inertia plays much the same role in rotational dynamics as mass does in linear dynamics,"
Mechanical,Mechanical,Non-Newtonian Fluids,"Fluids whose flow properties are not described by a single constant value of viscosity. In a non-Newtonian fluid, the relation between the shear stress and the strain rate is nonlinear, and can even be time-dependent. Therefore a constant coefficient of viscosity can not be defined. A ratio between shear stress and rate of strain (or shear-dependent viscosity) can be defined, this being more useful for fluids without time-dependent behavior."
Mechanical,Mechanical,Oblique Shock Wave,"A shock wave inclined with respect to the incident upstream flow direction. Occurs when a supersonic flow encounters a corner that effectively turns the flow into itself and compresses. Can be made by placing a wedge into supersonic, compressible flow. Consists of a very thin region across which nearly discontinuous changes in the thermodynamic properties of a gas occur."
Mechanical,Mechanical,Pascal's Law,(or the Principle of transmission of fluid-pressure) Pressure exerted anywhere in a confined incompressible fluid is transmitted equally in all directions throughout the fluid such that the pressure ratio (initial difference) remains same.
Mechanical,Mechanical,Poisson's Effect,"When a material is compressed in one direction, it usually tends to expand in the other two directions perpendicular to the direction of compression."
Mechanical,Mechanical,Precession,A change in the direction of the axis of a rotating object. There are two types of precession: torque-free and torque-induced. Torque-free precession occurs when the axis of rotation differs slightly from an axis about which the object can rotate stably. Torque-induced precession (gyroscopic precession) is the phenomenon in which the axis of a spinning object (e.g. a part of a gyroscope) 'wobbles' when a torque is applied to it.
Mechanical,Mechanical,Pressure Drop,Pressure is an effect which occurs when a force is applied on a surface. Pressure is transmitted to solid boundaries or across arbitrary sections of fluid normal to these boundaries or sections at every point. Rapid pressure drop is a useful technique for applying force or breaking objects apart.
Mechanical,Mechanical,Pressure Gradient,A fluid (gas or liquid) subject to a pressure gradient results in a net force that is directed from high to low pressure (the 'pressure gradient force').
Mechanical,Mechanical,Pressure Increase,Pressure is an effect which occurs when a force is applied on a surface. Pressure is transmitted to solid boundaries or across arbitrary sections of fluid normal to these boundaries or sections at every point.
Mechanical,Mechanical,Pressurisation,"The application of pressure in a given situation or environment; and more specifically refers to the process by which atmospheric pressure is maintained in an isolated or semi-isolated atmospheric environment (for instance, in an aircraft, or whilst scuba diving)."
Mechanical,Mechanical,Pseudoelasticity,"(or superelasticity) An elastic (impermanent) response to relatively high stress caused by a phase transformation between the austenitic and martensitic phases of a crystal. Exhibited in Shape memory alloys. Superelastic alloys belong to the larger family of shape memory alloys. Unlike shape-memory alloys, no change in temperature is needed for the alloy to recover its initial shape."
Mechanical,Mechanical,Reaction (physics),"In classical mechanics, Newton's third law states that forces occur in pairs: the Action and the Reaction. Both forces are equal in magnitude and opposite in direction. The distinction between action and reaction is purely arbitrary: any one of the two forces can be considered an action, in which case the other (corresponding) force automatically becomes its associated reaction."
Mechanical,Mechanical,Resonance,"The tendency of a system to oscillate with larger amplitude at some frequencies than at others. These are known as the system's resonant frequencies. At these frequencies, even small periodic driving forces can produce large amplitude oscillations, because the system stores vibrational energy."
Mechanical,Mechanical,Reverse Brazil Nut Effect,"Under certain conditions the reverse of the Brazil Nut Effect (granular separation) can occur i.e. following vibration or agitation large beads fall to the bottom of a container, and small beads rising to the top of the container."
Mechanical,Mechanical,Shear Thickening,(or Dilitant) The property of a material for which viscosity increases with the rate of shear. Such a shear thickening fluid is an example of a non-Newtonian fluid.
Mechanical,Mechanical,Shear Thinning,"(or Pseudoplasticy) The property of a material for which which viscosity decreases with increasing rate of shear. This property is found in certain complex solutions, such as ketchup, whipped cream, blood, paint, and nail polish. It is also a common property of polymer solutions and molten polymers."
Mechanical,Mechanical,Shock Wave,"A type of propagating disturbance. Like an ordinary wave, it carries energy and can propagate through a medium (solid, liquid, gas or plasma) or through a field such as the electromagnetic field. Characterized by an abrupt, nearly discontinuous change in the characteristics of the medium. Associated with rapid rise in pressure, temperature and density of the flow. A shock wave travels through most media at a higher speed than an ordinary wave."
Mechanical,Mechanical,Stick-slip Phenomenon,The spontaneous jerking motion that can occur while two objects are sliding over each other.
Mechanical,Mechanical,Stokes Drift,The movement of a specific fluid parcel as it travels with the fluid flow due to wave motion.
Mechanical,Mechanical,Suction,"The flow of a fluid into a partial vacuum, or region of low pressure. The pressure gradient between this region and the ambient pressure will propel matter toward the low pressure area."
Mechanical,Mechanical,Surface Acoustic Wave,"(SAW) An acoustic wave traveling along the surface of a material having some elasticity, with an amplitude that typically decays exponentially with the depth of the substrate. This kind of wave is commonly used in devices called SAW devices in electronics circuits."
Mechanical,Mechanical,Thixotropy,"The property of some non-Newtonian pseudoplastic fluids to show a time-dependent change in viscosity; the longer the fluid undergoes shear stress, the lower its viscosity. A thixotropic fluid is a fluid which takes a finite amount of time to attain equilibrium viscosity when introduced to a step change in shear rate. Many gels and colloids are thixotropic materials, exhibiting a stable form at rest but becoming fluid when agitated."
Mechanical,Mechanical,Tidal Force,"A situation in which a body or material (for example, tidal water, or the Moon) is mainly under the gravitational influence of a second body (for example, the Earth), but is also perturbed by the gravitational effects of a third body (for example, by the Moon in the case of tidal water, or by the Sun in the case of the Moon)."
Mechanical,Mechanical,Torque,"Torque (also called moment or moment of force) is the tendency of a force to rotate an object about an axis, fulcrum, or pivot. Just as a force is a push or a pull, a torque can be thought of as a twist. Torque is the rotational analogue of Force."
Mechanical,Mechanical,Turbulence,"A fluid regime characterised by chaotic, stochastic property changes. This includes low momentum diffusion, high momentum convection, and rapid variation of pressure and velocity in space and time (flow that is not turbulent is called laminar flow)."
Mechanical,Mechanical,Ultrasonic Vibration,Vibration at ultrasonic frequencies.
Mechanical,Mechanical,Ultrasound,"Cyclic sound pressure with a frequency greater than the upper limit of human hearing. Although this limit varies from person to person, 20 kHz serves as a useful lower limit in describing ultrasound."
Mechanical,Mechanical,Velocity Ratio,"In a machine, the ratio between the distance moved by the point of effort to that of the point of load."
Mechanical,Mechanical,Venturi Effect,"The reduction in fluid pressure that results when a fluid flows through a constricted section of pipe. The fluid velocity must increase through the constriction to satisfy the equation of continuity, while its pressure must decrease due to conservation of energy: the gain in kinetic energy is balanced by a drop in pressure or a pressure gradient force."
Mechanical,Mechanical,Vibration,Mechanical oscillations about an equilibrium point. The oscillations may be periodic such as the motion of a pendulum or random such as the movement of a tire on a gravel road.
Mechanical,Mechanical,Viscoelasticity,The property of exhibiting both viscous and elastic characteristics when undergoing deformation.
Mechanical,Mechanical,Vortex Ring,"A torus shaped vortex in a fluid i.e. a region where the fluid mostly spins around an imaginary axis line that forms a closed loop. The dominant flow in a vortex ring is said to be toroidal, more precisely poloidal. Within a stationary body of fluid, a vortex ring can travel for relatively long distance, carrying the spinning fluid with it."
Mechanical,Optical,Electrostatics,The phenomena arising from stationary or slowly moving electric charges
Mechanical,Optical,Fractoluminescence,"The emission of light from the fracture (rather than rubbing) of a crystal. Depending upon the atomic and molecular composition of the crystal, when the crystal fractures a charge separation can occur making one side of the fractured crystal +ve charged and the other side -ve charged. As in triboluminescence, if the charge separation results in a large enough electric potential, a discharge across the gap and through the bath gas between the interfaces can occur."
Mechanical,Optical,Luminescence,"The generation of light that usually occurs at low temperatures, and is thus a form of cold body radiation. It can be caused by chemical reactions, electrical energy, subatomic motions, or stress on a crystal. This distinguishes luminescence from incandescence, which is light generated by high temperatures."
Mechanical,Optical,Mechanoluminescence,"Light emission resulting from any mechanical action on a solid. It can be produced through ultrasound, or through other means."
Mechanical,Optical,Metastability,A general scientific concept which describes states of delicate equilibrium. A system is in a metastable state when it is in equilibrium (not changing with time) but is susceptible to fall into lower-energy states with only slight interaction. It is analogous to being at the bottom of a small valley when there is a deeper valley close by
Mechanical,Optical,Moiré Effect,"An interference pattern created, for example, when two grids are overlaid at an angle, or when they have slightly different mesh sizes."
Mechanical,Optical,Piezoluminescence,Luminescence produced by the action of pressure on certain solids
Mechanical,Optical,Pyrophoricity,A pyrophoric substance ignites spontaneously in air at or below 55 degrees centigrade. The creation of sparks from metals is based on the pyrophoricity of small metal particles. The sparking mechanism in cigarette lighters is an example. Some liquids and gases are phyrophoric.
Mechanical,Optical,Sagnac Effect,(or Sagnac interference) An interferometry phenomenon elicited by rotation. A beam of light is split and the two beams made to follow a trajectory in opposite directions enclosing an area. On return to entry point the light is allowed to exit the apparatus such that an interference pattern is obtained. The position of the interference fringes is dependent on the angular velocity of the setup. The basis of ring interferometry.
Mechanical,Optical,Stroboscopic Effect,"A visual phenomenon caused by aliasing that occurs when continuous motion is represented by a series of short or instantaneous samples. It occurs when the view of a moving object is represented by a series of short samples as distinct from a continuous view, and the moving object is in rotational or other cyclic motion at a rate close to the sampling rate."
Mechanical,Optical,Triboluminescence,"An optical phenomenon in which light is generated via the breaking of asymmetrical bonds in a crystal when that material is scratched, crushed, or rubbed. This is a variant of luminescence."
Mechanical,Thermal,,
Optical,Acoustic,Photoacoustic Doppler Effect,"A specific kind of Doppler effect, which occurs when an intensity modulated light wave induces a photoacoustic wave on moving particles with a specific frequency. The observed frequency shift is a good indicator of the velocity of the illuminated moving particles. A potential biomedical application is measuring blood flow."
Optical,Acoustic,Photoacoustic Effect,"The formation of sound waves, following light absorption in a material sample. Most generally, electromagnetic radiation of any kind can give rise to a photoacoustic effect. This includes the whole range of electromagnetic frequencies, from gamma radiation and x-rays to microwave and radio."
Optical,Chemical,Absorption (EM radiation),"The process by which the energy of a photon is taken up by matter, typically the electrons of an atom. The electromagnetic energy is transformed to another form of energy, e.g. to heat."
Optical,Chemical,Endothermic Reaction,"A process or reaction that absorbs energy typically (but not always) in the form of heat. The concept is frequently applied in physical sciences to e.g. chemical reactions, where thermal energy (heat) is converted to chemical bond energy."
Optical,Chemical,Phosphorescence,"A specific type of photoluminescence related to fluorescence. Unlike fluorescence, a phosphorescent material does not immediately re-emit the radiation it absorbs."
Optical,Chemical,Photo-oxidation,Oxidation facilitated radiant energy such as UV or artificial light. This process is often the most significant component of weather degradation of polymers.
Optical,Chemical,Photochromism,"The reversible transformation of a chemical species between two forms by the absorption of electromagnetic radiation, where the two forms have different absorption spectra. Trivially, this can be described as a reversible change of colour upon exposure to light."
Optical,Chemical,Photodissociation,"A chemical reaction in which a chemical compound is broken down by photons. Any photon with sufficient energy can affect the chemical bonds of a chemical compound. Since a photon's energy is inversely proportional to its wavelength, electromagnetic waves with the energy of visible light or higher, such as ultraviolet light, x-rays and gamma rays are usually involved in such reactions."
Optical,Chemical,Photoionisation,"The physical process in which an incident photon ejects one or more electrons from an atom, ion or molecule. This is essentially the same process that occurs with the photoelectric effect with metals. In the case of a gas, the term photoionisation is more common."
Optical,Chemical,Photoluminescence,"A process in which a substance absorbs photons (electromagnetic radiation) and then re-radiates photons. Quantum mechanically, this can be described as an excitation to a higher energy state and then a return to a lower energy state accompanied by the emission of a photon. One of many forms of luminescence (light emission) and is distinguished by photoexcitation (excitation by photons)."
Optical,Chemical,Superhydrophilicity,"Under light irradiation, water dropped onto titanium dioxide forms no contact angle (almost 0 degrees). This effect is called superhydrophilicity. Examples of uses: defogging glass, enabling oil spots to be swept away by water, door mirrors for cars, coatings for buildings, self-cleaning glass, etc. Another use is the property of self-cleaning by the photodecomposition of dirt such as organic compounds adsorbed on the surface."
Optical,Chemical,Thermochromism,The ability of substance to change color due to a change in temperature. Thermochromism is one of several types of chromism. The two basic approaches are based on liquid crystals and leuco dyes.
Optical,Electrical,Photoconductivity,"An optical and electrical phenomenon in which a material becomes more electrically conductive due to the absorption of electromagnetic radiation such as visible light, ultraviolet light, infrared light, or gamma radiation."
Optical,Electrical,Photoelectric Effect,"The emission of electrons from matter (metals and non-metallic solids, liquids or gases) as a consequence of their absorption of energy from electromagnetic radiation of very short wavelength, such as visible or ultraviolet light."
Optical,Electrical,Photoionisation,"The physical process in which an incident photon ejects one or more electrons from an atom, ion or molecule. This is essentially the same process that occurs with the photoelectric effect with metals. In the case of a gas, the term photoionisation is more common."
Optical,Electrical,Photovoltaic Effect,"The creation of a voltage (or a corresponding electric current) in a material upon exposure to light. Though directly related to the photoelectric effect, the two processes are different and should be distinguished. In the photoelectric effect, electrons are ejected from a material's surface upon exposure to radiation of sufficient energy. The photovoltaic effect is different in that the generated electrons are transferred between different bands (i.e. from the valence to conduction bands) within the material, resulting in the buildup of a voltage between two electrodes."
Optical,Electromagnetic,Fluorescence,"Fluorescence is a luminescence that is mostly found as an optical phenomenon in cold bodies, in which the molecular absorption of a photon triggers the emission of a photon with a longer (less energetic) wavelength. The energy difference between the absorbed and emitted photons ends up as molecular rotations, vibrations or heat. Sometimes the absorbed photon is in the ultraviolet range, and the emitted light is in the visible range."
Optical,Electromagnetic,Negative Refraction,"An electromagnetic phenomenon where light rays are refracted at an interface in the reverse sense to that normally expected. Negative refraction occurs at interfaces between materials at which one has an ordinary positive phase velocity (i.e. a positive refractive index), and the other has the more exotic negative phase velocity (refractive index)."
Optical,Electromagnetic,Newton's Rings,"An interference pattern caused by the reflection of light between two surfaces - a spherical surface and an adjacent flat surface. When viewed with monochromatic light it appears as a series of concentric, alternating light and dark rings centered at the point of contact between the two surfaces. When viewed with white light, it forms a concentric ring pattern of rainbow colors because the different wavelengths of light interfere at different thicknesses of the air layer between the surfaces."
Optical,Electromagnetic,Nuclear Fusion,The generation of power by the fusing together of atomic nuclei to form a heavier nucleus.
Optical,Electromagnetic,Phosphorescence,"A specific type of photoluminescence related to fluorescence. Unlike fluorescence, a phosphorescent material does not immediately re-emit the radiation it absorbs."
Optical,Electromagnetic,Photochromism,"The reversible transformation of a chemical species between two forms by the absorption of electromagnetic radiation, where the two forms have different absorption spectra. Trivially, this can be described as a reversible change of colour upon exposure to light."
Optical,Electromagnetic,Photoluminescence,"A process in which a substance absorbs photons (electromagnetic radiation) and then re-radiates photons. Quantum mechanically, this can be described as an excitation to a higher energy state and then a return to a lower energy state accompanied by the emission of a photon. One of many forms of luminescence (light emission) and is distinguished by photoexcitation (excitation by photons)."
Optical,Electromagnetic,Thermoluminescence,"A form of luminescence that is exhibited by certain crystalline materials, such as some minerals, when previously absorbed energy from electromagnetic radiation or other ionizing radiation is re-emitted as light upon heating of the material. This phenomenon is distinct from that of black body radiation."
