from,to,result,result_description
Kinetic,Electrical,Wind Power,"The conversion of wind energy into a useful form of energy, such as using wind turbines to make electricity, wind mills for mechanical power, wind pumps for pumping water or drainage, or sails to propel ships."
Kinetic,Electromagnetic,MOEMS,Micro-opto-electromechanical systems (MOEMS) are a special class of Micro-electro-mechanical systems (MEMS) which involves sensing or manipulating optical signals on a very small size scale using integrated mechanical and electrical systems.
Kinetic,Electromagnetic,Pressure-sensitive Paint,"A method for measuring air pressure, usually in aerodynamic settings. It is paint which fluoresces in differing intensities depending on the external air pressure being applied to its surface."
Kinetic,Kinetic,Accumulator (energy),"An apparatus by means of which energy can be stored, such as a rechargeable battery or a hydraulic accumulator. May be electrical, fluidic or mechanical. Sometimes used to convert a small continuous power source into a short surge of energy or vice versa. Other examples include capacitors, compulsators, steam accumulator, wave energy machines and pumped-storage hydroelectric plants."
Kinetic,Kinetic,Aerofoil,"The shape of a wing or blade (of a propeller, rotor or turbine) or sail as seen in cross-section. An aerofoil-shaped body moved through a fluid produces a force perpendicular to the motion called lift."
Kinetic,Kinetic,Axle,A central shaft for a rotating wheel or gear.
Kinetic,Kinetic,Backlash,"Clearance between mating components, sometimes described as the amount of lost motion due to clearance or slackness when movement is reversed and contact is re-established."
Kinetic,Kinetic,Ball,"A round, usually spherical but sometimes ovoid, object with various uses."
Kinetic,Kinetic,Ballistic Pendulum,"A device for measuring a bullet's momentum, from which it is possible to calculate the velocity and kinetic energy."
Kinetic,Kinetic,Block and Tackle,"A system of two or more pulleys with a rope or cable threaded between them, usually used to lift or pull heavy loads."
Kinetic,Kinetic,Brownian Motor,"A nano-scale or molecular device by which thermally activated processes (chemical reactions) are controlled and used to generate directed motion in space and to do mechanical or electrical work. Because this type of motor is so strongly dependent on random thermal noise, Brownian motors are feasible only at the nanometer scale."
Kinetic,Kinetic,Cam,"A projecting part of a rotating wheel or shaft that strikes a lever at one or more points on its circular path. The cam can be a simple tooth, as is used to deliver pulses of power to a steam hammer, for example, or an eccentric disc or other shape that produces a smooth reciprocating (back and forth) motion. A device that translates movement from circular to reciprocating (or sometimes oscillating)"
Kinetic,Kinetic,Cat Righting Reflex,A cat's innate ability to orient itself as it falls in order to land on its feet. Cats use combinations of bending and relative rotation of body sections to minimise angular momentum and orient themselves for a (relatively) safe landing.
Kinetic,Kinetic,Centrifugal Govenor,"A specific type of governor that controls the speed of an engine by regulating the amount of fuel (or working fluid) admitted, so as to maintain a near constant speed whatever the load or fuel supply conditions. It uses the principle of proportional control."
Kinetic,Kinetic,Centrifugal Separation,"A process that involves the use of the centrifugal force for the separation of mixtures, used in industry and in laboratory settings. More-dense components of the mixture migrate away from the axis of the centrifuge, while less-dense components of the mixture migrate towards the axis."
